PHOT_CAT v1.0
5
U B V R I
SA 107-1006      12.7570 12.4780 11.7120 11.2700 10.8490 11111
SA 107-131       10.1390  9.1910  8.0730  7.4750  6.9260 11111
SA 107-212       14.2010 14.0660 13.3830 12.9790 12.5650 00000
SA 107-213       15.3250 15.0640 14.2620 13.7310 13.2240 00000
SA 107-215       16.0790 16.1610 16.0460 16.0780 16.5570 00000
SA 107-347       12.0380 10.7390  9.4430  8.7300  8.0760 11111
SA 107-35        10.3630  9.0540  7.7790  7.1160  6.5300 11111
SA 107-351       12.8990 12.9040 12.3420 11.9910 11.6340 11111
SA 107-357       15.1180 15.0930 14.4180 14.0020 13.5780 00000
SA 107-359       13.2530 13.3770 12.7970 12.4180 12.0380 00000
SA 107-456       14.4290 13.8400 12.9190 12.3820 11.9040 11111
SA 107-457       16.0520 15.7020 14.9100 14.4160 13.9460 00000
SA 107-458       14.0790 12.8900 11.6760 11.0090 10.4020 00000
SA 107-459       13.6110 13.1840 12.2840 11.7590 11.2390 00000
SA 107-484       13.8390 12.5480 11.3110 10.6470 10.0710 11111
SA 107-544        9.5940  9.4380  9.0370  8.8040  8.5800 11111
SA 107-568       15.0650 14.2030 13.0540 12.4290 11.8370 11111
SA 107-592       14.5450 13.1650 11.8470 11.1380 10.4900 11111
SA 107-595        8.0940  8.0430  7.5000  7.1880  6.8920 11111
SA 107-599       15.6160 15.3730 14.6750 14.2420 13.8060 01110
SA 107-600       15.4360 15.3870 14.8840 14.5450 14.1840 22222
SA 107-601       17.3230 16.0580 14.6460 13.7230 12.8850 01111
SA 107-602       13.6920 13.1070 12.1160 11.5710 11.0420 11111
SA 107-611       15.6740 15.2190 14.3290 13.8090 13.3610 00000
SA 107-612       15.4480 15.1520 14.2560 13.7050 13.1750 00000
SA 107-614       14.5810 14.5480 13.9260 13.5650 13.1940 00000
SA 107-626       15.1960 14.4680 13.4680 12.8680 12.3420 01111
SA 107-627       14.3540 14.1280 13.3490 12.8840 12.4310 11111
SA 107-636       15.7450 15.6240 14.8730 14.4410 13.9770 00000
SA 107-639       14.8110 14.8370 14.1970 13.7980 13.3940 00000
SA 107-640       15.8970 15.8050 15.0500 14.5390 14.0330 00000
SA 107-684        9.1240  9.0520  8.4330  8.0770  7.7250 11111
SA 107-720       13.8080 13.7200 13.1210 12.7470 12.3900 00000
SA 107-970       14.2850 12.5350 10.9390  9.7970  8.3650 22222
SA 108-1332       9.6700  9.5830  9.1990  8.9710  8.7450 11111
SA 108-1491      10.6440 10.0240  9.0590  8.5350  8.0370 11111
SA 108-1848      12.3700 12.2970 11.7380 11.4070 11.0810 00000
SA 108-1863      13.4250 13.0470 12.2440 11.7980 11.4000 00000
SA 108-1911       9.1980  8.8080  8.0500  7.6330  7.2660 11111
SA 108-1918      14.6550 12.8160 11.3840 10.6110  9.9500 00000
SA 108-475       14.1510 12.6890 11.3090 10.5650  9.9000 11111
SA 108-551       11.0600 10.8820 10.7030 10.6040 10.4950 11111
SA 108-702        8.7880  8.7670  8.2080  7.8890  7.5800 11111
SA 108-719       14.3690 13.7210 12.6900 12.1370 11.6030 00000
SA 108-827       10.6800  9.2670  7.9640  7.2820  6.6950 11111
SA 108-981       12.8020 12.5650 12.0710 11.7610 11.4490 00000
SA 109-1082      10.1630  9.8190  9.0170  8.5620  8.1390 11111
SA 109-199       14.6960 12.7290 10.9900  9.9840  9.0860 00000
SA 109-231       12.3870 10.7940  9.3320  8.5470  7.8400 11111
SA 109-381       12.6590 12.4340 11.7300 11.3020 10.8690 11111
SA 109-537       11.1890 10.9620 10.3530  9.9770  9.5850 11111
SA 109-71        11.9690 11.8160 11.4930 11.3070 11.0830 11111
SA 109-747        9.0250  8.7820  8.4770  8.2900  8.0810 11111
SA 109-949       13.9970 13.6340 12.8280 12.3280 11.8080 00000
SA 109-954       14.6880 13.7320 12.4360 11.6720 10.9400 01111
SA 109-956       16.7800 15.9220 14.6390 13.8600 13.1140 00000
SA 110-157       17.2930 15.6140 13.4910 12.2340 11.0960 00000
SA 110-229       16.9500 15.5590 13.6490 12.4510 11.2930 01111
SA 110-230       16.0930 15.3650 14.2810 13.6570 13.0630 11111
SA 110-232       13.3920 13.2450 12.5160 12.0770 11.6270 11111
SA 110-233       14.8640 14.0520 12.7710 11.9980 11.1780 11111
SA 110-239       15.3410 14.7570 13.8580 13.3170 12.7980 00000
SA 110-246       13.1630 13.2920 12.7060 12.3250 11.9160 00000
SA 110-266       13.3180 12.9070 12.0180 11.4800 10.9070 00000
SA 110-273       18.2130 17.2130 14.6860 13.1770 11.8300 00000
SA 110-280       17.2800 15.1470 12.9960 11.7610 10.6120 01111
SA 110-290       12.8020 12.6060 11.8980 11.4800 11.0620 00000
SA 110-311       18.4800 17.3010 15.5050 14.4950 13.6310 00000
SA 110-312       16.6240 17.4120 16.0930 14.9560 13.8000 00000
SA 110-315       17.9620 15.7060 13.6370 12.4310 11.2990 00111
SA 110-316       20.9070 16.5520 14.8210 13.9630 13.0520 00000
SA 110-319       14.2460 13.1700 11.8610 11.1190 10.4180 00000
SA 110-339       15.3710 14.5950 13.6070 13.0440 12.5710 00000
SA 110-340       10.4550 10.3280 10.0250  9.8550  9.6720 11111
SA 110-346       16.5080 15.7560 14.7570 14.0600 13.4120 00000
SA 110-349       16.8510 16.1830 15.0950 14.5920 14.6180 00000
SA 110-353       12.7410 10.4490  8.4470  7.2610  6.1410 11111
SA 110-355       13.4710 12.9670 11.9440 11.2920 10.5660 11111
SA 110-358       15.8870 15.4690 14.4300 13.8270 13.2800 00000
SA 110-360       16.3540 15.8150 14.6180 13.9030 13.1860 00000
SA 110-361       13.0920 13.0570 12.4250 12.0640 11.7160 11111
SA 110-362       20.9450 17.0260 15.6930 14.7750 13.8900 00000
SA 110-364       15.8430 14.7480 13.6150 12.9180 12.3340 11111
SA 110-365       17.6260 15.7310 13.4700 12.1100 10.8390 01111
SA 110-441       11.7880 11.6760 11.1210 10.7970 10.4610 11111
SA 110-450       13.2200 12.5290 11.5850 11.0330 10.4080 11111
SA 110-471       10.6330  8.9230  7.4740  6.7070  6.0260 11111
